PM2.5,PM10,SO2,NO2,CO,O3,Skor,year,month,day,Datetime
11.88,14.29,9.04,21.75,400.0,79.42,89.4,2017.0,2.0,5.0,2017-02-05
11.25,20.12,8.88,28.71,391.67,73.58,89.04,2017.0,2.0,6.0,2017-02-06
77.46,88.08,22.54,73.83,1362.5,47.5,278.65,2017.0,2.0,7.0,2017-02-07
37.58,52.08,8.5,32.38,845.83,69.83,174.37,2017.0,2.0,8.0,2017-02-08
11.29,21.71,4.43,13.43,342.75,97.01,81.77,2017.0,2.0,9.0,2017-02-09
7.04,22.0,4.88,14.62,308.33,91.12,74.67,2017.0,2.0,10.0,2017-02-10
42.38,62.5,22.04,59.25,800.0,52.38,173.09,2017.0,2.0,11.0,2017-02-11
104.46,128.83,51.04,94.04,2250.0,25.0,442.23,2017.0,2.0,12.0,2017-02-12
92.92,112.79,32.0,85.17,2433.33,35.75,465.33,2017.0,2.0,13.0,2017-02-13
182.83,186.29,30.79,120.92,2583.33,10.62,519.13,2017.0,2.0,14.0,2017-02-14
227.62,227.71,44.62,125.46,3308.33,20.42,659.03,2017.0,2.0,15.0,2017-02-15
121.54,136.67,25.58,70.71,1683.33,54.04,348.64,2017.0,2.0,16.0,2017-02-16
20.17,37.88,8.67,28.58,441.67,52.96,98.32,2017.0,2.0,17.0,2017-02-17
82.5,110.29,29.04,74.12,1275.0,19.54,265.08,2017.0,2.0,18.0,2017-02-18
109.25,141.0,28.08,68.08,1287.5,38.21,278.69,2017.0,2.0,19.0,2017-02-19
26.51,40.76,6.42,30.12,478.7,59.49,107.0,2017.0,2.0,20.0,2017-02-20
73.35,78.44,13.71,57.73,1029.32,40.7,215.54,2017.0,2.0,21.0,2017-02-21
79.5,80.83,6.35,47.83,990.12,43.1,207.96,2017.0,2.0,22.0,2017-02-22
16.83,24.42,6.75,36.88,504.17,75.12,110.7,2017.0,2.0,23.0,2017-02-23
21.54,32.62,16.58,58.88,575.0,50.79,125.9,2017.0,2.0,24.0,2017-02-24
11.21,19.71,6.75,43.38,420.83,65.88,94.63,2017.0,2.0,25.0,2017-02-25
28.12,40.71,10.08,65.38,720.83,48.62,152.29,2017.0,2.0,26.0,2017-02-26
75.13,96.13,18.63,93.16,1353.7,37.03,278.96,2017.0,2.0,27.0,2017-02-27
13.17,23.29,9.12,38.29,420.83,82.21,97.82,2017.0,2.0,28.0,2017-02-28
